"Table S3. Molecular formulas, point group symmetry, and common organic functional groups for the molecules in the GDB9-W1-F12 database. ",,,,Carbonyls,Hydroxyl,Ester (cyclic or acyclic),Nitrogens w/o hydrogens,,,Carbons w/o hydrogens,,,,,
dsgdb9nsd_002520,C5H6O2,7,C1,1,1,0,0,0,0,1,3,1,0,0,
dsgdb9nsd_002521,C4H5NO2,7,C1,1,1,0,1,0,0,1,2,1,0,0,
dsgdb9nsd_002522,C5H8O2,7,C1,2,0,0,0,0,0,0,3,1,1,0,
dsgdb9nsd_002523,C4H8N2O,7,C1,1,0,0,1,1,0,0,2,1,1,0,
dsgdb9nsd_002524,C4H7NO2,7,CS,2,0,0,1,0,0,0,2,1,1,0,
dsgdb9nsd_002525,C4H7NO2,7,C1,2,0,0,0,1,0,0,3,0,1,0,
dsgdb9nsd_002526,C4H6O3,7,C1,2,0,1,0,0,0,0,3,0,1,0,
dsgdb9nsd_002527,C4H6O3,7,C1,2,1,0,0,0,0,0,3,1,0,0,
dsgdb9nsd_002528,C7H12,7,C1,0,0,0,0,0,0,1,2,2,2,0,
dsgdb9nsd_002529,C6H11N,7,CS,0,0,0,1,0,0,1,1,2,2,0,
dsgdb9nsd_002530,C6H10O,7,C1,0,1,0,0,0,0,1,2,2,1,0,
dsgdb9nsd_002532,C5H10N2,7,C1,0,0,0,1,1,0,1,1,1,2,0,
dsgdb9nsd_002533,C6H10O,7,C1,0,0,1,0,0,0,1,2,1,2,0,
dsgdb9nsd_002534,C5H9NO,7,C1,0,0,1,1,0,0,1,1,1,2,0,
dsgdb9nsd_002535,C4H9N3,7,C1,0,0,0,1,1,1,1,1,1,1,0,
dsgdb9nsd_002536,C4H8N2O,7,C1,0,1,0,1,1,0,1,1,1,1,0,
dsgdb9nsd_002537,C4H8N2O,7,C1,0,0,1,1,0,1,1,1,1,1,0,
dsgdb9nsd_002538,C5H8O2,7,C1,0,1,1,0,0,0,1,2,1,1,0,
dsgdb9nsd_002539,C4H7NO2,7,C1,0,1,1,1,0,0,1,1,1,1,0,
dsgdb9nsd_002540,C5H8O2,7,C1,0,2,0,0,0,0,1,2,2,0,0,
dsgdb9nsd_002541,C4H7NO2,7,CS,0,2,0,1,0,0,1,1,2,0,0,
dsgdb9nsd_002555,C7H6,7,C1,0,0,0,0,0,0,3,2,2,0,0,
dsgdb9nsd_002556,C6H5N,7,C1,0,0,0,1,0,0,3,1,2,0,0,
dsgdb9nsd_002557,C6H5N,7,C1,0,0,0,0,1,0,3,2,1,0,0,
dsgdb9nsd_002558,C5H4N2,7,C1,0,0,0,1,1,0,3,1,1,0,0,
dsgdb9nsd_002559,C6H4O,7,C1,0,0,1,0,0,0,3,2,1,0,0,
dsgdb9nsd_002560,C5H3NO,7,C1,0,0,1,1,0,0,3,1,1,0,0,
dsgdb9nsd_002561,C5H4N2,7,C1,0,0,0,2,0,0,3,0,2,0,0,
dsgdb9nsd_002562,C4H3N3,7,C1,0,0,0,2,1,0,3,0,1,0,0,
dsgdb9nsd_002563,C4H2N2O,7,C1,0,0,1,2,0,0,3,0,1,0,0,
dsgdb9nsd_002564,C6H6O,7,C1,1,0,0,0,0,0,2,2,2,0,0,
dsgdb9nsd_002565,C5H5NO,7,C1,1,0,0,1,0,0,2,1,2,0,0,
dsgdb9nsd_002566,C5H5NO,7,C1,1,0,0,0,1,0,2,2,1,0,0,
dsgdb9nsd_002568,C5H4O2,7,C1,1,0,1,0,0,0,2,2,1,0,0,
dsgdb9nsd_002569,C4H3NO2,7,C1,1,0,1,1,0,0,2,1,1,0,0,
dsgdb9nsd_002570,C5H6O2,7,C1,2,0,0,0,0,0,1,2,2,0,0,
dsgdb9nsd_002571,C4H5NO2,7,C1,2,0,0,0,1,0,1,2,1,0,0,
dsgdb9nsd_002572,C4H4O3,7,C1,2,0,1,0,0,0,1,2,1,0,0,
dsgdb9nsd_002583,C7H10,7,C1,0,0,0,0,0,0,2,1,3,1,0,
dsgdb9nsd_002584,C6H9N,7,C1,0,0,0,1,0,0,2,0,3,1,0,
dsgdb9nsd_002585,C6H9N,7,C1,0,0,0,0,1,0,2,1,2,1,0,
dsgdb9nsd_002586,C5H8N2,7,C1,0,0,0,1,1,0,2,0,2,1,0,
dsgdb9nsd_002587,C6H8O,7,C1,0,0,1,0,0,0,2,1,2,1,0,
dsgdb9nsd_002589,C5H8N2,7,C1,0,0,0,1,1,0,2,0,2,1,0,
dsgdb9nsd_002590,C6H8O,7,C1,0,0,1,0,0,0,2,1,2,1,0,
dsgdb9nsd_002591,C5H7NO,7,C1,0,0,1,1,0,0,2,0,2,1,0,
dsgdb9nsd_002592,C4H7N3,7,C1,0,0,0,1,1,1,2,0,2,0,0,
dsgdb9nsd_002593,C4H6N2O,7,C1,0,0,1,1,0,1,2,0,2,0,0,
dsgdb9nsd_002594,C6H8O,7,C1,0,1,0,0,0,0,2,1,3,0,0,
dsgdb9nsd_002595,C5H7NO,7,C1,0,1,0,1,0,0,2,0,3,0,0,
dsgdb9nsd_002596,C5H7NO,7,C1,0,1,0,0,1,0,2,1,2,0,0,
dsgdb9nsd_002597,C4H6N2O,7,C1,0,1,0,1,1,0,2,0,2,0,0,
dsgdb9nsd_002598,C5H6O2,7,C1,0,1,1,0,0,0,2,1,2,0,0,
dsgdb9nsd_002599,C4H5NO2,7,C1,0,1,1,1,0,0,2,0,2,0,0,
dsgdb9nsd_002600,C6H10O,7,C1,1,0,0,0,0,0,1,1,3,1,0,
dsgdb9nsd_002601,C5H9NO,7,C1,1,0,0,0,1,0,1,1,2,1,0,
dsgdb9nsd_002602,C5H8O2,7,C1,1,0,1,0,0,0,1,1,2,1,0,
dsgdb9nsd_002603,C5H8O2,7,C1,1,0,1,0,0,0,1,1,2,1,0,
dsgdb9nsd_002604,C5H8O2,7,C1,1,1,0,0,0,0,1,1,3,0,0,
dsgdb9nsd_002605,C4H7NO2,7,C1,1,1,0,0,1,0,1,1,2,0,0,
dsgdb9nsd_002606,C4H6O3,7,C1,1,1,1,0,0,0,1,1,2,0,0,
dsgdb9nsd_002607,C6H3N,7,CS,0,0,0,1,0,0,4,1,1,0,0,
dsgdb9nsd_002608,C7H4,7,CS,0,0,0,0,0,0,4,2,1,0,0,
dsgdb9nsd_002609,C6H3N,7,CS,0,0,0,1,0,0,4,1,1,0,0,
dsgdb9nsd_002610,C5H2N2,7,CS,0,0,0,2,0,0,4,0,1,0,0,
dsgdb9nsd_002611,C7H8,7,C1,0,0,0,0,0,0,2,2,3,0,0,
dsgdb9nsd_002612,C6H7N,7,C1,0,0,0,1,0,0,2,1,3,0,0,
dsgdb9nsd_002613,C5H6N2,7,C1,0,0,0,1,1,0,2,1,2,0,0,
dsgdb9nsd_002614,C6H6O,7,C1,0,0,1,0,0,0,2,2,2,0,0,
dsgdb9nsd_002615,C5H5NO,7,C1,0,0,1,1,0,0,2,1,2,0,0,
dsgdb9nsd_002616,C5H6N2,7,C1,0,0,0,2,0,0,2,0,3,0,0,
dsgdb9nsd_002617,C4H5N3,7,CS,0,0,0,2,1,0,2,0,2,0,0,
dsgdb9nsd_002618,C4H4N2O,7,C2V,0,0,1,2,0,0,2,0,2,0,0,
dsgdb9nsd_002619,C6H4O,7,C1,1,0,0,0,0,0,3,2,1,0,0,
dsgdb9nsd_002620,C5H3NO,7,C1,1,0,0,1,0,0,3,1,1,0,0,
dsgdb9nsd_002622,C5H3NO,7,C1,1,0,0,1,0,0,3,1,1,0,0,
dsgdb9nsd_002623,C5H4O2,7,C1,2,0,0,0,0,0,2,2,1,0,0,
dsgdb9nsd_002626,C6H8O,7,C1,1,0,0,0,0,0,1,2,3,0,0,
dsgdb9nsd_002627,C5H7NO,7,C1,1,0,0,1,0,0,1,1,3,0,0,
dsgdb9nsd_002628,C5H7NO,7,C1,1,0,0,0,1,0,1,2,2,0,0,
dsgdb9nsd_002629,C4H6N2O,7,C1,1,0,0,1,1,0,1,1,2,0,0,
dsgdb9nsd_002630,C5H6O2,7,C1,1,0,1,0,0,0,1,2,2,0,0,
dsgdb9nsd_002631,C4H5NO2,7,C1,1,0,1,1,0,0,1,1,2,0,0,
dsgdb9nsd_002632,C5H7NO,7,C1,1,0,0,0,1,0,1,2,2,0,0,
dsgdb9nsd_002633,C4H6N2O,7,C1,1,0,0,1,1,0,1,1,2,0,0,
dsgdb9nsd_002634,C5H6O2,7,C1,1,0,1,0,0,0,1,2,2,0,0,
dsgdb9nsd_002635,C4H5NO2,7,C1,1,0,1,1,0,0,1,1,2,0,0,
dsgdb9nsd_002636,C4H7NO2,7,C1,1,0,1,0,1,0,0,2,2,0,0,
dsgdb9nsd_002637,C5H8O2,7,C1,2,0,0,0,0,0,0,2,3,0,0,
dsgdb9nsd_002638,C4H7NO2,7,C1,2,0,0,0,1,0,0,2,2,0,0,
dsgdb9nsd_002639,C4H6O3,7,C1,2,0,1,0,0,0,0,2,2,0,0,
dsgdb9nsd_002640,C4H7NO2,7,C1,2,0,0,0,1,0,0,2,2,0,0,
dsgdb9nsd_002641,C4H6O3,7,C1,2,0,1,0,0,0,0,2,2,0,0,
dsgdb9nsd_002642,C7H4,7,C1,0,0,0,0,0,0,5,1,0,1,0,
dsgdb9nsd_002643,C6H3N,7,C1,0,0,0,1,0,0,5,0,0,1,0,
dsgdb9nsd_002645,C7H8,7,C1,0,0,0,0,0,0,4,0,1,2,0,
dsgdb9nsd_002648,C6H8O,7,C1,1,0,0,0,0,0,2,1,2,1,0,
dsgdb9nsd_002649,C5H7NO,7,C1,1,0,0,0,1,0,2,1,1,1,0,
dsgdb9nsd_002650,C5H7NO,7,C1,0,0,1,0,1,0,2,1,1,1,0,
dsgdb9nsd_002651,C5H6O2,7,C1,1,0,1,0,0,0,2,1,1,1,0,
dsgdb9nsd_002652,C5H7NO,7,C1,0,0,1,1,0,0,1,2,1,1,0,
dsgdb9nsd_002653,C4H6N2O,7,C1,0,0,1,2,0,0,1,1,1,1,0,
dsgdb9nsd_002654,C4H7NO2,7,C1,1,0,1,1,0,0,0,2,1,1,0,
dsgdb9nsd_002655,C6H6O,7,C1,0,1,0,0,0,0,4,0,1,1,0,
dsgdb9nsd_002657,C7H8,7,C1,0,0,0,0,0,0,3,1,2,1,0,
dsgdb9nsd_002658,C6H7N,7,C1,0,0,0,1,0,0,3,0,2,1,0,
dsgdb9nsd_002659,C6H6O,7,C1,0,1,0,0,0,0,3,1,2,0,0,
dsgdb9nsd_002660,C5H5NO,7,C1,0,1,0,1,0,0,3,0,2,0,0,
dsgdb9nsd_002661,C6H8O,7,C1,1,0,0,0,0,0,2,1,2,1,0,
dsgdb9nsd_002662,C5H6O2,7,C1,1,1,0,0,0,0,2,1,2,0,0,
dsgdb9nsd_002663,C5H7NO,7,C1,0,0,1,1,0,0,1,2,1,1,0,
dsgdb9nsd_002664,C4H6N2O,7,C1,0,0,1,2,0,0,1,1,1,1,0,
dsgdb9nsd_002665,C4H8N2O,7,CS,1,0,0,1,1,0,0,2,1,1,0,
dsgdb9nsd_002666,C4H7NO2,7,C1,1,0,1,1,0,0,0,2,1,1,0,
dsgdb9nsd_002667,C4H7NO2,7,C1,1,0,1,1,0,0,0,2,1,1,0,
dsgdb9nsd_002668,C7H8,7,C1,0,0,0,0,0,0,3,1,2,1,0,
dsgdb9nsd_002669,C6H7N,7,C1,0,0,0,1,0,0,3,0,2,1,0,
dsgdb9nsd_002670,C6H6O,7,C1,0,0,1,0,0,0,3,1,1,1,0,
dsgdb9nsd_002671,C5H5NO,7,C1,0,0,1,1,0,0,3,0,1,1,0,
dsgdb9nsd_002672,C6H6O,7,C1,0,1,0,0,0,0,3,1,2,0,0,
dsgdb9nsd_002673,C5H5NO,7,C1,0,1,0,1,0,0,3,0,2,0,0,
dsgdb9nsd_002675,C5H6O2,7,C1,1,0,1,0,0,0,2,1,1,1,0,
dsgdb9nsd_002676,C5H6O2,7,C1,1,1,0,0,0,0,2,1,2,0,0,
dsgdb9nsd_002678,C6H10O,7,C1,0,0,1,0,0,0,2,0,2,2,0,
dsgdb9nsd_002680,C6H10O,7,C1,0,1,0,0,0,0,2,0,3,1,0,
dsgdb9nsd_002681,C5H8O2,7,C1,0,1,1,0,0,0,2,0,2,1,0,
dsgdb9nsd_002682,C5H8O2,7,C1,0,2,0,0,0,0,2,0,3,0,0,
dsgdb9nsd_002686,C6H10O,7,C1,0,1,0,0,0,0,2,0,3,1,0,
dsgdb9nsd_002687,C7H12,7,C1,0,0,0,0,0,0,2,0,3,2,0,
dsgdb9nsd_002689,C6H10O,7,C1,0,0,1,0,0,0,2,0,2,2,0,
dsgdb9nsd_002692,C7H12,7,C1,0,0,0,0,0,0,1,1,4,1,0,
dsgdb9nsd_002694,C5H10N2,7,C1,0,0,0,1,1,0,1,0,3,1,0,
dsgdb9nsd_002695,C6H10O,7,C1,0,0,1,0,0,0,1,1,3,1,0,
dsgdb9nsd_002696,C5H9NO,7,C1,0,0,1,1,0,0,1,0,3,1,0,
dsgdb9nsd_002697,C6H10O,7,C1,0,0,1,0,0,0,1,1,3,1,0,
dsgdb9nsd_002698,C5H9NO,7,C1,0,0,1,1,0,0,1,0,3,1,0,
dsgdb9nsd_002699,C6H10O,7,C1,0,0,1,0,0,0,1,1,3,1,0,
dsgdb9nsd_002700,C5H9NO,7,CS,0,0,1,1,0,0,1,0,3,1,0,
dsgdb9nsd_002701,C6H10O,7,C1,0,1,0,0,0,0,1,1,4,0,0,
dsgdb9nsd_002702,C5H9NO,7,C1,0,1,0,1,0,0,1,0,4,0,0,
dsgdb9nsd_002703,C4H8N2O,7,C1,0,1,0,1,1,0,1,0,3,0,0,
dsgdb9nsd_002704,C5H8O2,7,C1,0,1,1,0,0,0,1,1,3,0,0,
dsgdb9nsd_002705,C4H7NO2,7,C1,0,1,1,1,0,0,1,0,3,0,0,
dsgdb9nsd_002732,C5H5NO,7,C1,0,0,1,0,1,0,2,2,1,0,0,
dsgdb9nsd_002733,C4H4N2O,7,C1,0,0,1,1,1,0,2,1,1,0,0,
dsgdb9nsd_002734,C6H6O,7,C1,1,0,0,0,0,0,2,2,2,0,0,
dsgdb9nsd_002735,C5H5NO,7,C1,1,0,0,1,0,0,2,1,2,0,0,
dsgdb9nsd_002736,C5H5NO,7,C1,1,0,0,0,1,0,2,2,1,0,0,
dsgdb9nsd_002737,C4H4N2O,7,C1,1,0,0,1,1,0,2,1,1,0,0,
dsgdb9nsd_002738,C5H4O2,7,C1,1,0,1,0,0,0,2,2,1,0,0,
dsgdb9nsd_002739,C4H3NO2,7,C1,1,0,1,1,0,0,2,1,1,0,0,
dsgdb9nsd_002740,C5H5NO,7,C1,1,0,0,0,1,0,2,2,1,0,0,
dsgdb9nsd_002741,C4H4N2O,7,C1,1,0,0,1,1,0,2,1,1,0,0,
dsgdb9nsd_002742,C5H4O2,7,C1,1,0,1,0,0,0,2,2,1,0,0,
dsgdb9nsd_002743,C4H3NO2,7,C1,1,0,1,1,0,0,2,1,1,0,0,
dsgdb9nsd_002744,C4H6N2O,7,C1,1,0,0,1,1,0,1,1,2,0,0,
dsgdb9nsd_002745,C4H5NO2,7,C1,1,0,1,0,1,0,1,2,1,0,0,
dsgdb9nsd_002746,C4H6N2O,7,C1,1,0,0,1,1,0,1,1,2,0,0,
dsgdb9nsd_002747,C4H5NO2,7,C1,2,0,0,0,1,0,1,2,1,0,0,
dsgdb9nsd_002748,C4H4O3,7,C1,2,0,1,0,0,0,1,2,1,0,0,
dsgdb9nsd_002749,C4H5NO2,7,C1,2,0,0,1,0,0,1,1,2,0,0,
dsgdb9nsd_002750,C7H10,7,C1,0,0,0,0,0,0,1,3,2,1,0,
dsgdb9nsd_002751,C6H9N,7,C1,0,0,0,1,0,0,1,2,2,1,0,
dsgdb9nsd_002752,C5H8N2,7,C1,0,0,0,1,1,0,1,2,1,1,0,
dsgdb9nsd_002753,C6H8O,7,C1,0,0,1,0,0,0,1,3,1,1,0,
dsgdb9nsd_002754,C5H7NO,7,C1,0,0,1,1,0,0,1,2,1,1,0,
dsgdb9nsd_002755,C6H8O,7,C1,0,0,1,0,0,0,1,3,1,1,0,
dsgdb9nsd_002756,C5H7NO,7,C1,0,0,1,1,0,0,1,2,1,1,0,
dsgdb9nsd_002757,C5H8N2,7,C1,0,0,0,2,0,0,1,1,2,1,0,
dsgdb9nsd_002758,C4H7N3,7,C1,0,0,0,1,1,1,1,2,1,0,0,
dsgdb9nsd_002759,C4H6N2O,7,C1,0,0,1,1,0,1,1,2,1,0,0,
dsgdb9nsd_002760,C6H8O,7,C1,0,1,0,0,0,0,1,3,2,0,0,
dsgdb9nsd_002761,C5H7NO,7,C1,0,1,0,1,0,0,1,2,2,0,0,
dsgdb9nsd_002762,C4H6N2O,7,C1,0,1,0,1,1,0,1,2,1,0,0,
dsgdb9nsd_002763,C5H6O2,7,C1,0,1,1,0,0,0,1,3,1,0,0,
dsgdb9nsd_002764,C4H5NO2,7,C1,0,1,1,1,0,0,1,2,1,0,0,
dsgdb9nsd_002765,C6H10O,7,C1,1,0,0,0,0,0,0,3,2,1,0,
dsgdb9nsd_002766,C5H9NO,7,C1,1,0,0,1,0,0,0,2,2,1,0,
dsgdb9nsd_002767,C5H8O2,7,C1,1,0,1,0,0,0,0,3,1,1,0,
dsgdb9nsd_002768,C5H8O2,7,C1,1,0,1,0,0,0,0,3,1,1,0,
dsgdb9nsd_002769,C5H9NO,7,C1,1,0,0,1,0,0,0,2,2,1,0,
dsgdb9nsd_002770,C5H8O2,7,C1,1,1,0,0,0,0,0,3,2,0,0,
dsgdb9nsd_002771,C4H7NO2,7,C1,1,1,0,0,1,0,0,3,1,0,0,
dsgdb9nsd_002772,C4H6O3,7,C1,1,1,1,0,0,0,0,3,1,0,0,
dsgdb9nsd_002773,C5H9NO,7,C1,0,0,1,1,0,0,1,1,1,2,0,
dsgdb9nsd_002774,C4H8N2O,7,C1,0,0,1,1,0,1,1,1,1,1,0,
dsgdb9nsd_002775,C4H7NO2,7,C1,0,1,1,1,0,0,1,1,1,1,0,
dsgdb9nsd_002776,C6H10O,7,C1,1,0,0,0,0,0,1,1,3,1,0,
dsgdb9nsd_002777,C5H9NO,7,C1,1,0,0,0,1,0,1,1,2,1,0,
dsgdb9nsd_002778,C5H9NO,7,C1,0,0,1,0,1,0,1,1,2,1,0,
dsgdb9nsd_002779,C5H8O2,7,C1,1,0,1,0,0,0,1,1,2,1,0,
dsgdb9nsd_002780,C5H9NO,7,C1,1,0,0,0,1,0,1,1,2,1,0,
dsgdb9nsd_002781,C5H8O2,7,C1,1,0,1,0,0,0,1,1,2,1,0,
dsgdb9nsd_002782,C5H9NO,7,C1,1,0,0,1,0,0,1,0,3,1,0,
dsgdb9nsd_002783,C4H8N2O,7,C1,0,0,1,0,2,0,1,1,1,1,0,
dsgdb9nsd_002784,C4H7NO2,7,C1,1,0,1,0,1,0,1,1,1,1,0,
dsgdb9nsd_002785,C5H8O2,7,C1,1,0,1,0,0,0,1,1,2,1,0,
dsgdb9nsd_002786,C4H7NO2,7,C1,1,0,1,0,1,0,1,1,1,1,0,
dsgdb9nsd_002787,C4H7NO2,7,C1,0,0,2,0,1,0,1,1,1,1,0,
dsgdb9nsd_002788,C4H6O3,7,C1,1,0,2,0,0,0,1,1,1,1,0,
dsgdb9nsd_002789,C5H8O2,7,C1,1,1,0,0,0,0,1,1,3,0,0,
dsgdb9nsd_002790,C4H7NO2,7,C1,1,1,0,0,1,0,1,1,2,0,0,
dsgdb9nsd_002791,C4H7NO2,7,C1,0,1,1,0,1,0,1,1,2,0,0,
dsgdb9nsd_002793,C4H7NO2,7,C1,1,1,0,0,1,0,1,1,2,0,0,
dsgdb9nsd_002794,C4H6O3,7,C1,1,1,1,0,0,0,1,1,2,0,0,
dsgdb9nsd_002808,C7H6,7,C1,0,0,0,0,0,0,2,4,1,0,0,
dsgdb9nsd_002809,C6H5N,7,C1,0,0,0,1,0,0,2,3,1,0,0,
dsgdb9nsd_002810,C6H5N,7,C1,0,0,0,0,1,0,2,4,0,0,0,
dsgdb9nsd_002811,C5H4N2,7,C1,0,0,0,1,1,0,2,3,0,0,0,
dsgdb9nsd_002812,C6H4O,7,C1,0,0,1,0,0,0,2,4,0,0,0,
dsgdb9nsd_002813,C5H3NO,7,C1,0,0,1,1,0,0,2,3,0,0,0,
dsgdb9nsd_002814,C5H4N2,7,C1,0,0,0,2,0,0,2,2,1,0,0,
dsgdb9nsd_002815,C4H3N3,7,C1,0,0,0,2,1,0,2,2,0,0,0,
dsgdb9nsd_002816,C4H2N2O,7,C1,0,0,1,2,0,0,2,2,0,0,0,
dsgdb9nsd_002817,C6H6O,7,C1,1,0,0,0,0,0,1,4,1,0,0,
dsgdb9nsd_002818,C5H5NO,7,C1,1,0,0,1,0,0,1,3,1,0,0,
dsgdb9nsd_002819,C5H5NO,7,C1,1,0,0,0,1,0,1,4,0,0,0,
dsgdb9nsd_002820,C4H4N2O,7,C1,1,0,0,1,1,0,1,3,0,0,0,
dsgdb9nsd_002821,C5H4O2,7,C1,1,0,1,0,0,0,1,4,0,0,0,
dsgdb9nsd_002822,C4H3NO2,7,C1,1,0,1,1,0,0,1,3,0,0,0,
dsgdb9nsd_002823,C5H5NO,7,C1,1,0,0,1,0,0,1,3,1,0,0,
dsgdb9nsd_002824,C4H4N2O,7,C1,1,0,0,2,0,0,1,2,1,0,0,
dsgdb9nsd_002825,C5H6O2,7,C1,2,0,0,0,0,0,0,4,1,0,0,
dsgdb9nsd_002826,C4H5NO2,7,C1,2,0,0,1,0,0,0,3,1,0,0,
dsgdb9nsd_002827,C4H5NO2,7,CS,2,0,0,0,1,0,0,4,0,0,0,
dsgdb9nsd_002828,C4H4O3,7,C1,2,0,1,0,0,0,0,4,0,0,0,
dsgdb9nsd_002829,C7H10,7,C1,0,0,0,0,0,0,1,3,2,1,0,
dsgdb9nsd_002830,C6H9N,7,C1,0,0,0,1,0,0,1,2,2,1,0,
dsgdb9nsd_002831,C6H9N,7,C1,0,0,0,0,1,0,1,3,1,1,0,
dsgdb9nsd_002832,C5H8N2,7,C1,0,0,0,1,1,0,1,2,1,1,0,
dsgdb9nsd_002833,C6H8O,7,C1,0,0,1,0,0,0,1,3,1,1,0,
dsgdb9nsd_002834,C5H7NO,7,C1,0,0,1,1,0,0,1,2,1,1,0,
dsgdb9nsd_002835,C6H9N,7,C1,0,0,0,1,0,0,1,2,2,1,0,
dsgdb9nsd_002836,C5H8N2,7,C1,0,0,0,2,0,0,1,1,2,1,0,
dsgdb9nsd_002837,C6H8O,7,C1,0,0,1,0,0,0,1,3,1,1,0,
dsgdb9nsd_002838,C5H7NO,7,C1,0,0,1,1,0,0,1,2,1,1,0,
dsgdb9nsd_002841,C5H7NO,7,C1,0,1,0,0,1,0,1,3,1,0,0,
dsgdb9nsd_002842,C4H6N2O,7,C1,0,1,0,1,1,0,1,2,1,0,0,
dsgdb9nsd_002843,C5H6O2,7,C1,0,1,1,0,0,0,1,3,1,0,0,
dsgdb9nsd_002844,C4H5NO2,7,C1,0,1,1,1,0,0,1,2,1,0,0,
dsgdb9nsd_002845,C6H10O,7,C1,1,0,0,0,0,0,0,3,2,1,0,
dsgdb9nsd_002846,C5H9NO,7,C1,1,0,0,1,0,0,0,2,2,1,0,
dsgdb9nsd_002847,C5H9NO,7,C1,1,0,0,0,1,0,0,3,1,1,0,
dsgdb9nsd_002848,C5H8O2,7,C1,1,0,1,0,0,0,0,3,1,1,0,
dsgdb9nsd_002849,C5H9NO,7,C1,1,0,0,1,0,0,0,2,2,1,0,
dsgdb9nsd_002850,C5H8O2,7,C1,1,0,1,0,0,0,0,3,1,1,0,
dsgdb9nsd_002851,C5H8O2,7,C1,1,1,0,0,0,0,0,3,2,0,0,
dsgdb9nsd_002852,C4H7NO2,7,C1,1,1,0,1,0,0,0,2,2,0,0,
dsgdb9nsd_002853,C4H7NO2,7,C1,1,1,0,0,1,0,0,3,1,0,0,
dsgdb9nsd_002854,C4H6O3,7,C1,1,1,1,0,0,0,0,3,1,0,0,
dsgdb9nsd_002868,C7H8,7,C1,0,0,0,0,0,0,2,2,3,0,0,
dsgdb9nsd_002869,C6H6O,7,C1,0,0,1,0,0,0,2,2,2,0,0,
dsgdb9nsd_002870,C5H5NO,7,C1,0,0,1,1,0,0,2,1,2,0,0,
dsgdb9nsd_002871,C6H7N,7,C1,0,0,0,1,0,0,2,1,3,0,0,
dsgdb9nsd_002872,C5H5NO,7,C1,0,0,1,1,0,0,2,1,2,0,0,
dsgdb9nsd_002873,C4H5N3,7,C1,0,0,0,2,1,0,2,0,2,0,0,
dsgdb9nsd_002874,C4H4N2O,7,C1,0,0,1,2,0,0,2,0,2,0,0,
dsgdb9nsd_002875,C7H8,7,C1,0,0,0,0,0,0,1,4,2,0,0,
dsgdb9nsd_002876,C5H5NO,7,C1,0,0,1,1,0,0,1,3,1,0,0,
dsgdb9nsd_002877,C6H7N,7,CS,0,0,0,1,0,0,1,3,2,0,0,
dsgdb9nsd_002878,C4H5N3,7,C1,0,0,0,2,1,0,1,2,1,0,0,
dsgdb9nsd_002879,C4H4N2O,7,C1,0,0,1,2,0,0,1,2,1,0,0,
dsgdb9nsd_002880,C7H8,7,C1,0,0,0,0,0,0,1,4,2,0,0,
dsgdb9nsd_002881,C5H5NO,7,C1,0,0,1,1,0,0,1,3,1,0,0,
dsgdb9nsd_002882,C6H6O,7,C1,0,0,1,0,0,0,1,4,1,0,0,
dsgdb9nsd_002883,C6H7N,7,C1,0,0,0,1,0,0,1,3,2,0,0,
dsgdb9nsd_002884,C4H5N3,7,C1,0,0,0,2,1,0,1,2,1,0,0,
dsgdb9nsd_002885,C5H6N2,7,C1,0,0,0,1,1,0,1,3,1,0,0,
dsgdb9nsd_002886,C5H5NO,7,C1,0,0,1,1,0,0,1,3,1,0,0,
dsgdb9nsd_002887,C7H10,7,C1,0,0,0,0,0,0,1,2,4,0,0,
dsgdb9nsd_002889,C6H8O,7,C1,0,0,1,0,0,0,1,2,3,0,0,
dsgdb9nsd_002890,C5H6O2,7,C1,0,0,2,0,0,0,1,2,2,0,0,
dsgdb9nsd_002891,C5H6O2,7,C1,0,0,2,0,0,0,1,2,2,0,0,
dsgdb9nsd_002892,C6H9N,7,C1,0,0,0,1,0,0,1,1,4,0,0,
dsgdb9nsd_002893,C5H8N2,7,C1,0,0,0,1,1,0,1,1,3,0,0,
dsgdb9nsd_002894,C5H7NO,7,C1,0,0,1,1,0,0,1,1,3,0,0,
dsgdb9nsd_002895,C5H7NO,7,C1,0,0,1,1,0,0,1,1,3,0,0,
dsgdb9nsd_002896,C4H5NO2,7,C1,0,0,2,1,0,0,1,1,2,0,0,
dsgdb9nsd_002897,C4H5NO2,7,C1,0,0,2,1,0,0,1,1,2,0,0,
dsgdb9nsd_002898,C6H8O,7,C1,1,0,0,0,0,0,1,2,3,0,0,
dsgdb9nsd_002899,C5H6O2,7,C1,1,0,1,0,0,0,1,2,2,0,0,
dsgdb9nsd_002900,C5H7NO,7,C1,1,0,0,0,1,0,1,2,2,0,0,
dsgdb9nsd_002901,C4H6N2O,7,C1,1,0,0,1,1,0,1,1,2,0,0,
dsgdb9nsd_002902,C4H5NO2,7,C1,1,0,1,1,0,0,1,1,2,0,0,
dsgdb9nsd_002903,C6H8O,7,C1,1,0,0,0,0,0,0,4,2,0,0,
dsgdb9nsd_002904,C4H5NO2,7,C1,1,0,1,1,0,0,0,3,1,0,0,
dsgdb9nsd_002905,C5H7NO,7,C1,1,0,0,1,0,0,0,3,2,0,0,
dsgdb9nsd_002906,C6H8O,7,C1,1,0,0,0,0,0,0,4,2,0,0,
dsgdb9nsd_002907,C4H5NO2,7,C1,1,0,1,1,0,0,0,3,1,0,0,
